@relation dataOccupancyPreprocessedNoDate

@attribute Temperature numeric
@attribute Humidity numeric
@attribute Light numeric
@attribute CO2 numeric
@attribute HumidityRatio numeric
@attribute Occupancy {0,1}

@data
1.762408,-0.495441,1.649446,0.643787,0.087596,1
1.762408,-0.505528,1.62529,0.627071,0.076342,1
1.762408,-0.507545,1.675382,0.611692,0.074092,1
1.762408,-0.505528,1.612322,0.588289,0.076342,1
1.762408,-0.527719,1.632664,0.554188,0.051586,1
1.762408,-0.525702,1.630376,0.545997,0.053837,1
1.762408,-0.523684,1.617408,0.538141,0.056087,1
1.762408,-0.535789,1.636733,0.536803,0.042584,1
1.762408,-0.535789,1.636733,0.551012,0.042584,1
1.762408,-0.535789,1.612322,0.538809,0.042584,1
1.762408,-0.530745,1.612577,0.5017,0.04821,1
1.762408,-0.515615,1.598083,0.538141,0.065089,1
1.762408,-0.519649,1.617408,0.538141,0.060588,1
1.722769,-0.531754,1.636733,0.532624,0.033425,1
1.742589,-0.519649,1.636733,0.5017,0.053738,1
1.737634,-0.520658,1.636733,0.490834,0.050903,1
1.722769,-0.553542,1.636733,0.496016,0.00918,1
1.71286,-0.495441,1.636733,0.505043,0.0704,1
1.762408,-0.552432,1.636733,0.489998,0.024018,1
1.742589,-0.523684,1.636733,0.472613,0.049242,1
1.729376,-0.554281,1.636733,0.484983,0.010621,1
1.688085,-0.546884,1.636733,0.504207,0.004695,1
1.70295,-0.55798,1.636733,0.513401,-0.002542,1
1.663311,-0.563023,1.636733,0.484983,-0.021678,1
1.663311,-0.552432,1.636733,0.468267,-0.009936,1
1.663311,-0.553609,1.636733,0.466596,-0.011241,1
1.722769,-0.574119,1.636733,0.470607,-0.013717,1
1.688085,-0.55798,1.601134,0.477461,-0.007625,1
1.683131,-0.54063,1.622493,0.510058,0.00994,1
1.737634,-0.520658,1.636733,0.545162,0.050903,1
1.762408,-0.535789,1.636733,0.55352,0.042584,1
1.762408,-0.531466,1.636733,0.56745,0.047407,1
1.762408,-0.527143,1.636733,0.58138,0.052229,1
1.762408,-0.515615,1.636733,0.612862,0.065089,1
1.762408,-0.515615,1.613,0.598096,0.065089,1
1.762408,-0.519649,1.594015,0.581603,0.060588,1
1.762408,-0.502166,1.636733,0.611469,0.080094,1
1.762408,-0.522339,1.613,0.594753,0.057588,0
1.762408,-0.495441,1.583335,0.607011,0.087596,0
1.762408,-0.495441,1.589268,0.607011,0.087596,0
1.70295,-0.50351,1.594015,0.603668,0.057997,0
1.70295,-0.50351,1.608254,0.609017,0.057997,0
1.70295,-0.507545,1.579776,0.582271,0.053513,0
1.688085,-0.515615,1.601134,0.544326,0.039417,0
1.663311,-0.527719,1.579776,0.518081,0.017462,0
1.663311,-0.535789,1.565536,0.495347,0.008516,0
1.663311,-0.535789,1.565536,0.52878,0.008516,0
1.663311,-0.535789,1.565536,0.510058,0.008516,0
1.663311,-0.553542,1.565536,0.477294,-0.011166,0
1.663311,-0.55798,1.565536,0.474954,-0.016087,0
1.663311,-0.55798,1.565536,0.466596,-0.016087,0
1.619709,-0.570084,1.565536,0.455897,-0.044335,0
1.663311,-0.564704,1.565536,0.437621,-0.023542,0
1.581556,-0.586727,1.565536,0.418955,-0.075638,0
1.619709,-0.574119,1.565536,0.411098,-0.048795,0
1.554305,-0.59631,1.565536,0.398394,-0.095389,0
1.554305,-0.59631,1.565536,0.370311,-0.095389,0
1.554305,-0.591771,1.565536,0.337045,-0.090391,1
1.554305,-0.592864,1.565536,0.339302,-0.091594,1
1.554305,-0.593956,1.565536,0.341559,-0.092798,1
1.554305,-0.61144,1.565536,0.34206,-0.112047,1
1.554305,-0.553542,1.563502,0.372316,-0.048297,1
1.554305,-0.486363,1.545194,0.418119,0.025683,1
1.554305,-0.535789,-0.565269,0.448208,-0.028748,0
1.514666,-0.540227,-0.565269,0.401068,-0.047119,0
1.48824,-0.535789,-0.565269,0.360727,-0.051225,0
1.52953,-0.541336,-0.565269,0.365463,-0.043286,0
1.479982,-0.55798,-0.565269,0.368806,-0.078352,0
1.455208,-0.552432,-0.565269,0.366299,-0.080648,0
1.455208,-0.553542,-0.565269,0.357606,-0.081862,0
1.425478,-0.564704,-0.565269,0.327294,-0.10409,0
1.419533,-0.566049,-0.565269,0.317822,-0.107558,0
1.395749,-0.577481,-0.565269,0.306956,-0.128015,0
1.425478,-0.571429,-0.565269,0.303892,-0.111435,0
1.36602,-0.578154,-0.565269,0.301106,-0.1387,0
1.36602,-0.578154,-0.565269,0.299434,-0.1387,0
1.36602,-0.589047,-0.565269,0.286061,-0.150555,0
1.36602,-0.578154,-0.565269,0.270459,-0.1387,0
1.299956,-0.59631,-0.565269,0.258201,-0.180435,0
1.266923,-0.59631,-0.565269,0.250121,-0.191394,0
1.316472,-0.591771,-0.565269,0.246778,-0.170024,0
1.266923,-0.59631,-0.565269,0.231455,-0.191394,0
1.266923,-0.59631,-0.565269,0.22254,-0.191394,0
1.299956,-0.59631,-0.565269,0.204709,-0.180435,0
1.266923,-0.59631,-0.565269,0.185764,-0.191394,0
1.266923,-0.601354,-0.565269,0.148989,-0.196849,0
1.233891,-0.603035,-0.565269,0.173227,-0.209591,0
1.233891,-0.603035,-0.565269,0.15679,-0.209591,0
1.167826,-0.620519,-0.565269,0.150995,-0.250172,0
1.146025,-0.616484,-0.565269,0.142302,-0.252989,0
1.146025,-0.624553,-0.565269,0.142971,-0.26165,0
1.113323,-0.616484,-0.565269,0.145645,-0.263703,0
1.095155,-0.636658,-0.565269,0.117785,-0.291231,0
1.058819,-0.636658,-0.565269,0.115556,-0.303053,0
1.058819,-0.631614,-0.565269,0.091318,-0.297669,0
1.058819,-0.636658,-0.565269,0.070423,-0.303053,0
1.058819,-0.636658,-0.565269,0.077945,-0.303053,0
0.984497,-0.653301,-0.565269,0.086303,-0.344844,0
0.992755,-0.644055,-0.565269,0.068751,-0.33235,0
0.959722,-0.658849,-0.565269,0.065408,-0.358716,0
0.959722,-0.658849,-0.565269,0.061229,-0.358716,0
0.959722,-0.658849,-0.565269,0.058721,-0.358716,0
0.937426,-0.658849,-0.565269,0.052035,-0.365887,0
0.937426,-0.663892,-0.565269,0.027797,-0.371229,0
0.924048,-0.666918,-0.565269,-0.010149,-0.378726,0
0.870535,-0.679023,-0.565269,-0.019287,-0.408628,0
0.870535,-0.679023,-0.565269,-0.022352,-0.408628,0
0.870535,-0.679023,-0.565269,-0.011486,-0.408628,0
0.870535,-0.679023,-0.565269,-0.034053,-0.408628,0
0.811077,-0.689917,-0.565269,-0.04425,-0.439007,0
0.771438,-0.697179,-0.565269,-0.051605,-0.459178,0
0.771438,-0.697179,-0.565269,-0.055617,-0.459178,0
0.771438,-0.69264,-0.565269,-0.059127,-0.45442,0
0.672341,-0.685075,-0.565269,-0.07055,-0.477796,0
0.672341,-0.697179,-0.565269,-0.069157,-0.490407,0
0.72189,-0.697179,-0.565269,-0.077515,-0.474814,0
0.672341,-0.697179,-0.565269,-0.103982,-0.490407,0
0.672341,-0.697179,-0.565269,-0.111783,-0.490407,0
0.672341,-0.697179,-0.565269,-0.117634,-0.490407,0
0.672341,-0.697179,-0.565269,-0.117355,-0.490407,0
0.672341,-0.707266,-0.565269,-0.119306,-0.500916,0
0.672341,-0.702223,-0.565269,-0.120141,-0.495661,0
0.672341,-0.71231,-0.565269,-0.146887,-0.50617,0
0.672341,-0.707266,-0.565269,-0.151066,-0.500916,0
0.672341,-0.71231,-0.565269,-0.166947,-0.50617,0
0.672341,-0.717353,-0.565269,-0.166111,-0.511424,0
0.672341,-0.717353,-0.565269,-0.169733,-0.511424,0
0.672341,-0.717353,-0.565269,-0.181991,-0.511424,0
0.672341,-0.717353,-0.565269,-0.1962,-0.511424,0
0.645089,-0.722397,-0.565269,-0.190349,-0.525192,0
0.563334,-0.737527,-0.565269,-0.180877,-0.566311,0
0.59967,-0.752321,-0.565269,-0.191185,-0.570384,0
0.563334,-0.743075,-0.565269,-0.202886,-0.572051,0
0.563334,-0.75417,-0.565269,-0.228796,-0.58353,0
0.563334,-0.748623,-0.565269,-0.227125,-0.57779,0
0.53856,-0.759718,-0.565269,-0.23214,-0.596904,0
0.49727,-0.737527,-0.565269,-0.219881,-0.58674,0
0.513786,-0.743075,-0.565269,-0.223781,-0.587362,0
0.489012,-0.743075,-0.565269,-0.242169,-0.595002,0
0.530302,-0.737527,-0.565269,-0.238826,-0.576535,0
0.563334,-0.743075,-0.565269,-0.250527,-0.572051,0
0.489012,-0.759718,-0.565269,-0.247184,-0.612141,0
0.464237,-0.748623,-0.565269,-0.258885,-0.608336,0
0.464237,-0.743075,-0.565269,-0.270587,-0.602632,0
0.464237,-0.759718,-0.565269,-0.283402,-0.619744,0
0.464237,-0.752321,-0.565269,-0.278945,-0.612139,0
0.464237,-0.759718,-0.565269,-0.287303,-0.619744,0
0.464237,-0.759718,-0.565269,-0.290646,-0.619744,0
0.428562,-0.767788,-0.565269,-0.281619,-0.638953,0
0.404779,-0.773167,-0.565269,-0.288974,-0.651726,0
0.392888,-0.775857,-0.565269,-0.307697,-0.658103,0
0.37505,-0.779892,-0.565269,-0.307919,-0.667656,0
0.37505,-0.779892,-0.565269,-0.300341,-0.667656,0
0.37505,-0.779892,-0.565269,-0.300119,-0.667656,0
0.37505,-0.779892,-0.565269,-0.314049,-0.667656,0
0.37505,-0.779892,-0.565269,-0.314606,-0.667656,0
0.37505,-0.784431,-0.565269,-0.324914,-0.672297,0
0.37505,-0.78897,-0.565269,-0.342466,-0.676937,0
0.37505,-0.785944,-0.565269,-0.354725,-0.673844,0
0.37505,-0.798048,-0.565269,-0.367875,-0.686219,0
0.37505,-0.779892,-0.565269,-0.348038,-0.667656,0
0.350276,-0.798048,-0.565269,-0.354725,-0.693714,0
0.342018,-0.798048,-0.565269,-0.360854,-0.69621,0
0.300727,-0.803092,-0.565269,-0.375898,-0.713805,0
0.275953,-0.808135,-0.565269,-0.374227,-0.726385,0
0.300727,-0.808135,-0.565269,-0.404316,-0.718937,0
0.275953,-0.818222,-0.565269,-0.395958,-0.736634,0
0.308985,-0.818222,-0.565269,-0.399301,-0.726721,0
0.275953,-0.818222,-0.565269,-0.395122,-0.736634,0
0.275953,-0.818222,-0.565269,-0.420196,-0.736634,0
0.275953,-0.818222,-0.565269,-0.412674,-0.736634,0
0.275953,-0.818222,-0.565269,-0.416017,-0.736634,0
0.275953,-0.823266,-0.565269,-0.420196,-0.741758,0
0.275953,-0.831671,-0.565269,-0.426047,-0.750297,0
0.275953,-0.843944,-0.565269,-0.421032,-0.762765,0
0.275953,-0.843944,-0.565269,-0.416017,-0.762765,0
0.275953,-0.838396,-0.565269,-0.421868,-0.757129,0
0.275953,-0.838396,-0.565269,-0.435241,-0.757129,0
0.300727,-0.838396,-0.565269,-0.436912,-0.749728,0
0.275953,-0.838396,-0.565269,-0.461708,-0.757129,0
0.308985,-0.838396,-0.565269,-0.479539,-0.747259,0
0.275953,-0.860083,-0.565269,-0.446942,-0.779161,0
0.275953,-0.843944,-0.565269,-0.441091,-0.762765,0
0.275953,-0.838396,-0.565269,-0.4553,-0.757129,0
0.275953,-0.838396,-0.565269,-0.448614,-0.757129,0
0.275953,-0.838396,-0.565269,-0.4553,-0.757129,0
0.275953,-0.838396,-0.565269,-0.461485,-0.757129,0
0.275953,-0.838396,-0.565269,-0.49124,-0.757129,0
0.275953,-0.851711,-0.565269,-0.490237,-0.770656,0
0.275953,-0.860587,-0.565269,-0.497369,-0.779673,0
0.275953,-0.860587,-0.565269,-0.502941,-0.779673,0
0.300727,-0.860587,-0.565269,-0.50712,-0.772307,0
0.275953,-0.860587,-0.565269,-0.496255,-0.779673,0
0.275953,-0.860587,-0.565269,-0.496255,-0.779673,0
0.275953,-0.860587,-0.565269,-0.509628,-0.779673,0
0.275953,-0.865631,-0.565269,-0.507956,-0.784796,0
0.275953,-0.860587,-0.565269,-0.50712,-0.779673,0
0.275953,-0.865631,-0.565269,-0.506284,-0.784796,0
0.275953,-0.872692,-0.565269,-0.490906,-0.791969,0
0.251179,-0.875718,-0.565269,-0.505449,-0.802375,0
0.251179,-0.870674,-0.565269,-0.509628,-0.797259,0
0.275953,-0.880761,-0.565269,-0.495586,-0.800166,0
0.209888,-0.880761,-0.565269,-0.514085,-0.819674,0
0.196675,-0.880761,-0.565269,-0.525675,-0.823567,0
0.20163,-0.880761,-0.565269,-0.517986,-0.822108,0
0.176856,-0.880761,-0.565269,-0.502941,-0.829401,0
0.176856,-0.880761,-0.565269,-0.506284,-0.829401,0
0.176856,-0.888024,-0.565269,-0.51364,-0.836733,0
0.176856,-0.886813,-0.565269,-0.525229,-0.835511,0
0.176856,-0.8853,-0.565269,-0.51715,-0.833984,0
0.176856,-0.880761,-0.565269,-0.503777,-0.829401,0
0.176856,-0.880761,-0.565269,-0.508513,-0.829401,0
0.176856,-0.880761,-0.565269,-0.509628,-0.829401,0
0.176856,-0.880761,-0.565269,-0.540553,-0.829401,0
0.176856,-0.880761,-0.565269,-0.544732,-0.829401,0
0.149604,-0.880761,-0.565269,-0.558105,-0.837413,0
0.176856,-0.880761,-0.565269,-0.551418,-0.829401,0
0.149604,-0.880761,-0.565269,-0.54306,-0.837413,0
0.140521,-0.880761,-0.565269,-0.548911,-0.840081,0
0.176856,-0.880761,-0.565269,-0.541946,-0.829401,0
0.067849,-0.898918,-0.565269,-0.540831,-0.879581,0
0.067849,-0.889839,-0.565269,-0.545567,-0.870479,0
0.067849,-0.894378,-0.565269,-0.538881,-0.87503,0
0.067849,-0.888024,-0.565269,-0.559776,-0.868658,0
0.067849,-0.886813,-0.565269,-0.575378,-0.867445,0
0.067849,-0.894378,-0.565269,-0.589865,-0.87503,0
0.067849,-0.898918,-0.565269,-0.585686,-0.879581,0
0.067849,-0.898918,-0.565269,-0.590701,-0.879581,0
0.067849,-0.898918,-0.565269,-0.598223,-0.879581,0
0.067849,-0.898918,-0.565269,-0.592373,-0.879581,0
0.067849,-0.898918,-0.565269,-0.598781,-0.879581,0
0.067849,-0.914048,-0.565269,-0.594044,-0.89475,0
0.067849,-0.914048,-0.565269,-0.624133,-0.89475,0
0.067849,-0.919091,-0.565269,-0.609089,-0.899806,0
0.067849,-0.919091,-0.565269,-0.591537,-0.899806,0
0.067849,-0.919091,-0.565269,-0.587636,-0.899806,0
0.067849,-0.919091,-0.565269,-0.568134,-0.899806,0
0.067849,-0.919091,-0.565269,-0.574263,-0.899806,0
0.067849,-0.919091,-0.565269,-0.598223,-0.899806,0
0.067849,-0.919091,-0.565269,-0.592373,-0.899806,0
0.067849,-0.919091,-0.565269,-0.593208,-0.899806,0
0.149604,-0.919091,-0.565269,-0.609089,-0.87604,0
0.095101,-0.919091,-0.565269,-0.606581,-0.891896,0
0.067849,-0.919091,-0.565269,-0.588194,-0.899806,0
0.067849,-0.929178,-0.565269,-0.579836,-0.909919,0
0.067849,-0.929178,-0.565269,-0.589865,-0.909919,0
0.089651,-0.939265,-0.565269,-0.605913,-0.913731,0
0.104185,-0.939265,-0.565269,-0.598781,-0.909528,0
0.067849,-0.939265,-0.565269,-0.601009,-0.920031,0
0.067849,-0.948142,-0.565269,-0.613268,-0.928929,0
0.111452,-0.95258,-0.565269,-0.613268,-0.920809,0
0.067849,-0.939265,-0.565269,-0.623298,-0.920031,0
0.067849,-0.939265,-0.565269,-0.606581,-0.920031,0
0.095101,-0.944813,-0.565269,-0.608253,-0.917727,0
0.067849,-0.950361,-0.565269,-0.622462,-0.931154,0
0.067849,-0.961456,-0.565269,-0.621069,-0.942277,0
0.095101,-0.950361,-0.565269,-0.623298,-0.923298,0
0.067849,-0.948142,-0.565269,-0.622629,-0.928929,0
0.122353,-0.961456,-0.565269,-0.626641,-0.92659,0
0.067849,-0.955909,-0.565269,-0.629984,-0.936715,0
0.067849,-0.961456,-0.565269,-0.63667,-0.942277,0
0.067849,-0.961456,-0.565269,-0.651715,-0.942277,0
0.067849,-0.961456,-0.565269,-0.65673,-0.942277,0
0.067849,-0.961456,-0.565269,-0.653387,-0.942277,0
0.067849,-0.961456,-0.565269,-0.645029,-0.942277,0
0.067849,-0.961456,-0.565269,-0.63667,-0.942277,0
0.067849,-0.961456,-0.565269,-0.629984,-0.942277,0
0.034817,-0.968181,-0.565269,-0.639178,-0.958488,0
0.067849,-0.961456,-0.565269,-0.639178,-0.942277,0
0.067849,-0.9665,-0.565269,-0.670939,-0.947332,0
0.067849,-0.961456,-0.565269,-0.657566,-0.942277,0
0.067849,-0.9665,-0.565269,-0.632491,-0.947332,0
0.067849,-0.961456,-0.565269,-0.638899,-0.942277,0
0.067849,-0.961456,-0.565269,-0.640014,-0.942277,0
0.067849,-0.971543,-0.565269,-0.634999,-0.952388,0
0.067849,-0.971543,-0.565269,-0.628312,-0.952388,0
0.067849,-0.98163,-0.565269,-0.654724,-0.962499,0
0.067849,-0.987682,-0.565269,-0.655615,-0.968566,0
0.067849,-0.976587,-0.565269,-0.647815,-0.957444,0
0.067849,-0.98163,-0.565269,-0.654222,-0.962499,0
0.067849,-0.98163,-0.565269,-0.6428,-0.962499,0
0.043075,-0.986169,-0.565269,-0.65673,-0.974125,0
0.043075,-0.986169,-0.565269,-0.660073,-0.974125,0
0.067849,-0.98163,-0.565269,-0.648929,-0.962499,0
0.067849,-0.98163,-0.565269,-0.663416,-0.962499,0
0.067849,-0.986169,-0.565269,-0.673446,-0.967049,0
0.043075,-1.00483,-0.565269,-0.677625,-0.992801,0
0.04803,-0.996155,-0.565269,-0.668765,-0.982708,0
0.067849,-0.999787,-0.565269,-0.670103,-0.980699,0
0.067849,-0.999787,-0.565269,-0.680132,-0.980699,0
0.028211,-1.004225,-0.565269,-0.678127,-0.99642,0
-0.011428,-1.015926,-0.565269,-0.682138,-1.019337,0
-0.031248,-1.019961,-0.565269,-0.676789,-1.028956,0
-0.031248,-1.009874,-0.565269,-0.669267,-1.018909,0
0.001785,-0.993735,-0.565269,-0.671217,-0.993449,0
-0.031248,-1.019961,-0.565269,-0.684311,-1.028956,0
-0.031248,-1.011891,-0.565269,-0.684144,-1.020918,0
-0.031248,-0.999787,-0.565269,-0.677625,-1.008861,0
-0.031248,-1.009874,-0.565269,-0.681804,-1.018909,0
-0.031248,-1.013236,-0.565269,-0.67456,-1.022258,0
-0.031248,-0.999787,-0.565269,-0.674282,-1.008861,0
-0.031248,-1.019961,-0.565269,-0.674282,-1.028956,0
-0.031248,-1.019961,-0.565269,-0.68264,-1.028956,0
-0.049085,-1.019961,-0.565269,-0.702198,-1.033987,0
-0.031248,-1.019961,-0.565269,-0.675953,-1.028956,0
-0.031248,-1.014917,-0.565269,-0.680132,-1.023932,0
-0.090706,-1.019961,-0.565269,-0.676789,-1.045705,0
-0.031248,-1.019961,-0.565269,-0.68264,-1.028956,0
-0.031248,-1.019961,-0.565269,-0.682138,-1.028956,0
-0.031248,-1.019961,-0.565269,-0.681247,-1.028956,0
-0.075841,-1.019961,-0.565269,-0.668431,-1.041523,0
-0.060977,-1.019961,-0.565269,-0.667874,-1.037337,0
-0.098138,-1.019961,-0.565269,-0.690998,-1.047795,0
-0.098138,-1.019961,-0.565269,-0.701028,-1.047795,0
-0.098138,-1.019961,-0.565269,-0.711893,-1.047795,0
-0.075841,-1.030048,-0.565269,-0.70855,-1.051542,0
-0.098138,-1.030048,-0.565269,-0.705207,-1.0578,0
-0.060977,-1.026685,-0.565269,-0.689048,-1.044023,0
-0.098138,-1.040134,-0.565269,-0.690162,-1.067805,0
-0.098138,-1.040134,-0.565269,-0.710222,-1.067805,0
-0.053544,-1.040134,-0.565269,-0.696849,-1.055309,0
-0.075841,-1.040134,-0.565269,-0.704371,-1.061561,0
-0.120435,-1.040134,-0.565269,-0.701863,-1.074041,0
-0.120435,-1.040134,-0.565269,-0.686819,-1.074041,0
-0.053544,-1.040134,-0.565269,-0.706042,-1.055309,0
-0.102597,-1.0361,-0.565269,-0.715571,-1.065052,0
-0.120435,-1.040134,-0.565269,-0.691499,-1.074041,0
-0.090706,-1.040134,-0.565269,-0.692391,-1.065724,0
-0.120435,-1.040134,-0.565269,-0.709107,-1.074041,0
-0.120435,-1.040134,-0.565269,-0.707714,-1.074041,0
-0.098138,-1.040134,-0.565269,-0.709386,-1.067805,0
